"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"fearful",61.3824868685489,-8.00926445612935,-2.82340270338118,-1.24288864838997,-4.51166318735758,-5.50651293556943,-6.75373949827077,1.85068218195662,-2.46773306867295,-1.41904404459306,-3.03955233947268,-0.461072863924486,22.0186421599215,-1.96676786698856,-1.49831335064706,1.80245147337481,0.221361755427769,-1.85873379290193,-8.01577818013216,-0.622742779316572,-1.95016325863269,-0.131618544589221,-2.84334395059898,-1.15702281924129,53.3788381005817,-6.92957867513786,-3.04320636321031,-1.15688905134589,-2.30859028104615,-3.16576936367693,-8.83209991925796,-1.11970446932875,-0.621663350590412,0.238561277175314,-2.82428615430738,-1.34020111224819,21.6144237536018,-2.47465906171972,-3.0432063632103,-0.201959923765739,-2.30859028104614,-2.7006591983476,-8.83209991925795,-0.831194003769287,-0.621663350590375,0.439684518484666,-2.82428615430736,-1.19011556230169
"fearful",70.3714955958997,-7.3108882956588,-4.65764464839975,-1.165662048525,-6.46468745742609,-6.93902059914905,-7.22208844203793,0.379027060817546,-3.88012199391513,-2.77870013072364,-4.57746329613904,-1.50835914896893,30.9507860602232,-0.776630330881348,-2.60938006103437,2.78158738978614,-0.542036198523938,-2.78957955249745,-7.34391130944434,-0.425483652947119,-2.71353973746567,-0.484104927884793,-3.35675112303443,-1.67957690085297,62.1181641283042,-5.82141655156967,-4.50989730681669,-0.697794375338495,-3.12722732470384,-4.66503583823938,-8.88757080370537,-1.25435373159547,-2.05890449438138,-0.993784047269907,-3.55783781704332,-2.55917495365579,30.3537497813242,-1.36649693815153,-4.50989730681668,0.257134752241657,-3.12722732470383,-4.19992567291005,-8.88757080370535,-0.965843266036007,-2.05890449438134,-0.792660805960555,-3.5578378170433,-2.40908940370929
"fearful",66.0172949281144,-8.4781422647228,-3.3986771746229,-2.47929755559543,-6.04816401048227,-6.40459365387026,-6.60624973330952,0.491407509935551,-2.40579172671659,-0.20062601541495,-4.18784582452895,-1.40104272466657,26.7590896472771,-2.07568877934709,-1.45482538847071,1.44346632310145,-0.767892963588526,-2.72131773908303,-6.91410057808191,-2.26953653009811,-4.03826938461467,1.22511696067064,-2.87364035973283,-1.83921921680235,58.0150433068283,-7.21995865849509,-3.27715347015291,-1.77097510501661,-3.37133320790737,-4.65282046040559,-8.04138494161787,-1.64515809039901,-2.59963841664804,1.65256578790563,-1.16671601961683,-2.66479710591641,26.2506289598483,-2.76503904507695,-3.27715347015291,-0.816045977436456,-3.37133320790736,-4.18771029507626,-8.04138494161786,-1.35664762483955,-2.59963841664801,1.85368902921498,-1.16671601961681,-2.51471155596991
"fearful",63.628073666311,-8.24250038668409,-3.71715177079229,0.164680049925276,-4.44993400795647,-5.31440656672241,-5.31175523579713,2.40221007454056,-1.39488098519183,1.49827720014026,-4.24102644280304,-0.283644107871695,23.9765351021547,-2.43513255925228,-3.15397735681745,2.3345900308246,-0.138357333190933,-2.77791438016554,-7.03739661184191,-1.66300763221649,-3.96808001653563,3.09460389089172,-2.86393152262228,-0.150936869219476,55.2383099983687,-7.36203138502811,-4.68114543291866,-0.515101767901825,-1.97414757104619,-3.86380838427227,-7.44934772447186,0.357409773654799,-1.52156765437222,4.8409539240834,-0.128799542939967,-0.349369305226332,23.4738956513887,-2.90711177160997,-4.68114543291866,0.439827359678327,-1.97414757104618,-3.39869821894294,-7.44934772447185,0.64592023921426,-1.52156765437218,5.04207716539275,-0.128799542939951,-0.199283755279829
"fearful",89.7142101827989,-6.41735776352517,-1.45682278747142,4.01348573681996,-0.713286137805037,-1.4161922640583,-3.72192933997341,1.21991496381691,-1.74445076994964,3.36680619897841,-5.61155759415679,-0.340034201064493,48.9513229223072,-1.92575668073178,-2.90762182980684,3.36937916046751,1.19552038476089,0.427463237984664,-2.31268880261582,-0.335686585122369,-4.82546754580722,7.00584380320313,-4.43470724117975,0.133733091841777,80.4452980416303,-6.442030810095,-3.77680480707137,1.59399031522771,0.496724856858004,-0.632346108285203,-3.63340976592819,1.58710773789804,-5.13549144398265,7.28848341259585,-0.894964112998933,-1.90229034721143,48.6808836946503,-1.98711119667686,-3.77680480707137,2.54891944280786,0.49672485685801,-0.167235942955871,-3.63340976592817,1.8756182034575,-5.13549144398261,7.4896066539052,-0.894964112998916,-1.75220479726493
"fearful",95.6342684289036,-8.78612502110752,-5.53463835435278,-1.2904775054373,-5.91968723791254,-5.23361630170075,-10.0561582525084,0.212077033870362,-2.69741161439031,1.19385137642766,-5.30840384998548,0.215363256103699,55.50602118082,-2.74013231720751,-4.56997528716879,0.743197206094293,-1.23989460294587,-0.48520597432535,-9.35943323263882,-3.30015520384397,-7.59053759435792,2.1155129214071,-7.59999929056102,-3.35676460329991,86.3081349570937,-8.21380542018523,-6.90171836773461,-2.73427422414445,-4.57157586726287,-2.90241903895177,-11.4389389381897,-3.09582945503919,-6.95031264283167,3.30395742762329,-3.17735492973836,-3.78745349890964,54.5437206101138,-3.75888580676709,-6.90171836773461,-1.7793450965643,-4.57157586726287,-2.43730887362244,-11.4389389381897,-2.80731898947973,-6.95031264283163,3.50508066893265,-3.17735492973834,-3.63736794896313
"fearful",86.8007643404617,-7.35048399908914,-0.811180890441455,2.08331546506807,-1.94994102514381,-2.63172205867343,-7.50003588206519,0.87237703824566,-1.78217885888162,2.04845283143348,-4.6898954000509,-0.427393253683137,46.0381143685027,-2.90384100467895,-1.64018195901804,2.47833320819058,1.16291763455876,1.41162703572307,-6.09582341596881,-1.83837340377993,-5.79967981830647,3.53795740594132,-4.68709587909523,-2.85108890688159,77.5023649070844,-7.70609435529492,-2.95584552787062,0.140507135938849,-1.25346640147865,-0.645634259688133,-8.08963708351973,-1.6957294581394,-5.41176828814495,3.85080627734998,-1.19417485259047,-3.02257938683917,45.7379505601045,-3.25117474187678,-2.95584552787061,1.095436263519,-1.25346640147864,-0.180524094358802,-8.08963708351971,-1.40721899257994,-5.41176828814491,4.05192951865934,-1.19417485259045,-2.87249383689266
"fearful",95.6402672641007,-9.64344404046899,-5.44052185663385,-2.23885372927073,-4.14011832964061,-4.64175509181919,-7.11780057987881,1.33176725750965,-2.72728794668207,4.50043044884065,-5.10369791729611,-1.47551647935895,55.6301231542636,-3.71389743887018,-4.67753047578695,-1.42242953278874,-0.96027457622786,-2.87239362977967,-7.53574281082323,-3.08031233290496,-9.79825365735136,5.03367488688658,-5.01565018861538,-3.65296587840486,86.422857875976,-9.33169773173723,-6.84220170581139,-4.74702855633425,-3.38092461494404,-4.11337036539715,-9.11036900009094,-0.16909901042553,-7.66515911332248,5.83570590927702,0.993610716741133,-4.31030663693675,54.658443528996,-4.87677811831909,-6.84220170581139,-3.7920994287541,-3.38092461494403,-3.64826020006782,-9.11036900009093,0.119411455133931,-7.66515911332245,6.03682915058637,0.99361071674115,-4.16022108699025
"disgust",66.4612425234736,-8.85088028745955,-4.73151601090795,-1.32162430242979,-5.20097533037301,-4.07129756243977,-4.01021416246383,-1.2834197732815,-2.53224647500832,-2.15795042813314,-5.102903941413,-0.479440919846998,27.501196204728,-2.32726978945826,-3.14167321048114,1.4515887864757,-1.70053849379616,-2.39329433640772,-3.26305598580534,-2.03055378762496,-0.169394639152034,1.78608561448115,-3.07765423918556,-0.35410035278253,58.6595008477609,-7.4457402247332,-4.7805395683227,-1.12843783203598,-2.71889238924917,-3.62713650209106,-3.25173747098561,-1.74648632217139,-1.29229239039909,1.22790708713659,-4.4701559566115,-2.12734099613912,26.895086500781,-2.99082061131506,-4.7805395683227,-0.17350870445583,-2.71889238924917,-3.16202633676172,-3.2517374709856,-1.45797585661193,-1.29229239039905,1.42903032844594,-4.47015595661148,-1.97725544619262
"disgust",58.8503594704856,-8.60618130772437,-4.13221087543634,-1.21445050340763,-5.53474824746175,-5.35338971285031,-4.42014536080685,-0.956588584425275,-1.53049796930644,-1.15419236573224,-3.94063426077084,0.0551753948145231,19.6180109172615,-2.36346908635816,-2.58955414774509,1.8951928712027,-1.17728606673105,-2.75594956943451,-4.05941567849491,-3.37925523339801,-1.32779149260644,0.847962752325722,-3.0133250063541,-1.05770731685244,50.9023973801319,-7.37226789056863,-4.13246938627919,-0.809512603989261,-2.52624828139747,-4.40780260467418,-4.17352727417576,-2.59860568674624,-1.0486183460348,1.82513828655041,-2.5700285913845,-1.15103713419767,19.137983033152,-2.91734827715049,-4.13246938627918,0.145416523590891,-2.52624828139746,-3.94269243934485,-4.17352727417575,-2.31009522118678,-1.04861834603476,2.02626152785976,-2.57002859138449,-1.00095158425116
"disgust",60.8800230059567,-9.21363129934597,-1.31686643675986,-0.347608030516341,-3.65233539005454,-4.34047537574996,-2.53991303778177,1.05623375510005,-2.03893109724066,-1.16091772694024,-3.6364229658654,0.608609779372633,21.3499235222092,-3.61226410121974,-0.815331210070067,1.88463629624558,-0.344447831433419,-3.49159443961109,-3.6724940933156,-0.266739103300803,-0.271260180657132,1.32944510496812,-3.7437944529005,0.164732471360363,52.9060345685737,-8.47346318303468,-2.12206731364625,-0.426383580369913,-1.2498959348604,-4.00669789420936,-3.6877932800464,0.684895192143459,-0.0401350830423053,2.07236105712294,-3.20430499191042,-0.330981999908887,21.1416202215937,-4.01854356961654,-2.12206731364624,0.528545547210238,-1.2498959348604,-3.54158772888003,-3.68779328004638,0.973405657702921,-0.0401350830422686,2.27348429843229,-3.2043049919104,-0.180896449962384
"disgust",69.1839356545747,-9.62181672482292,-5.12753024345094,-2.00755978258317,-5.75966272346549,-5.60429083895892,-4.02455795045107,-0.35001755584333,-1.99272952134514,-0.94082591297453,-4.71775309888189,-0.165024545689533,30.2610482041731,-2.95791531188614,-3.38596485896156,1.1702278753416,-1.48433937829609,-4.07876638798091,-4.49693589972256,-2.69471774825302,-1.75735012158091,2.05162337810482,-2.93201000694045,-1.24874299844315,61.400369812792,-8.12687659342704,-5.12644395356574,-1.70321268055758,-2.7007691977199,-5.21383664922462,-4.53809791426733,-1.30504918895962,-1.52315518110896,2.21905259553301,-2.87960430443504,-1.86722168719047,29.6359554658121,-3.6719569800089,-5.12644395356573,-0.748283552977426,-2.7007691977199,-4.74872648389529,-4.53809791426732,-1.01653872340016,-1.52315518110892,2.42017583684236,-2.87960430443502,-1.71713613724396
"disgust",65.745901510587,-8.37279468166798,-4.09550178784644,-0.136443234288747,-5.54017445350227,-5.41741090562433,-2.67555218200502,-0.621331163014938,-3.16394800637035,-1.43127375289143,-4.47958962442813,-0.859268478164326,26.5786530697339,-2.17991421035175,-2.62777385002769,2.96990407088722,-1.42658605744575,-4.06645412944952,-2.73097617369227,-0.8597845891974,-1.22422386416701,1.08138253275119,-2.41886089229395,-0.924866284994145,57.8823716099441,-7.13211502614143,-4.25645247705481,0.172472092674204,-2.28547262990992,-5.3455028604781,-3.30272895742459,-0.241788568187205,-1.4547692203874,0.362075135610492,-2.7130526209504,-2.67177142022689,26.1179572629642,-2.6771954127233,-4.25645247705481,1.12740122025436,-2.28547262990992,-4.88039269514877,-3.30272895742458,0.0467218973722563,-1.45476922038737,0.563198376919844,-2.71305262095038,-2.52168587028039
"disgust",71.1540159721523,-8.21227179304114,-3.22721036600352,-2.23182360667716,-5.14560741259445,-3.64870437252127,-2.77964165600585,-0.722811127281965,-3.6244686235246,-0.192220974124284,-4.53444678178265,-0.938731831540126,31.8061574481974,-1.90250585292551,-1.43165274148119,0.77946994809138,-2.233548814321,-2.71567260929521,-2.16092540393251,-0.339816029915565,-2.41163345828634,2.29052988739982,-2.07845147989237,0.15307439762806,63.127279800745,-6.93915603634225,-2.98521944642778,-1.5461180946104,-3.01399975602462,-3.42612255592611,-2.3716452383366,0.767767411439902,-2.63779101264249,1.4891250684276,-2.24474405778027,-1.59324862853978,31.3628654537651,-2.48423642292411,-2.98521944642778,-0.591188967030243,-3.01399975602462,-2.96101239059678,-2.37164523833659,1.05627787699936,-2.63779101264245,1.69024830973695,-2.24474405778026,-1.44316307859328
"disgust",70.5653003387854,-7.46278049862964,-2.99645706779297,-3.68463292591671,-5.5226890706048,-4.61484032289104,-3.23290803438558,-2.16192289318837,-4.90342727802564,0.340518052818131,-4.26259407113941,-2.04018962099737,30.9549092451457,-0.940866925229741,-0.627997433525221,-0.451042233013904,-1.87429364795209,-3.58032757348919,-0.961464718977553,-0.322106431570779,-5.03726527511157,1.00940877196558,-2.26139602718477,-1.51674322489084,62.2457577408049,-6.10199735043869,-2.21896108177647,-3.1018856160862,-2.96401512290054,-4.81126736183706,-2.58590791368245,0.304791381440217,-5.4486908255034,-0.486503180256745,-1.23952088438953,-2.7074071759177,30.481343393825,-1.64707773702055,-2.21896108177646,-2.14695648850605,-2.96401512290053,-4.34615719650772,-2.58590791368244,0.593301846999679,-5.44869082550336,-0.285379938947393,-1.23952088438952,-2.5573216259712
"disgust",78.1210596115582,-9.51529495364876,-3.9303165543147,-3.8264355672105,-5.90286368918807,-4.80116998761882,-5.2879349406377,-1.27957723631715,-2.85758341335188,-0.78890526985558,-4.18942740403004,-2.74695103545507,38.8701236843635,-2.86630268494114,-1.58604307337969,-0.573703503027198,-2.18435619730681,-2.61998041492789,-4.16697466864191,-2.15061132646068,-3.41811283261262,-0.202729442829145,-0.828320712055595,-2.23244285899625,69.9691113542059,-8.32983823934721,-3.60101563674236,-3.51029759747282,-4.08486466956462,-4.22673384913676,-5.03523774378436,-1.99126853656995,-2.70567764412507,-0.757797979674681,-0.776484851263148,-2.67222313088086,38.2046970072259,-3.87491862592908,-3.60101563674235,-2.55536846989267,-4.08486466956462,-3.76162368380743,-5.03523774378435,-1.70275807101049,-2.70567764412503,-0.556674738365329,-0.776484851263131,-2.52213758093435
"surprised",70.5729743569525,-8.21352387120489,-7.00438002253766,-3.93327360969118,-7.31300938131817,-6.09769945938057,-7.50910723485247,0.221971405175635,-3.73333332683059,-0.80647650544976,-5.60753422723448,-1.71259889268002,31.436965248503,-1.10785083714755,-4.50147823104239,-0.337106608391851,-2.39659624094308,-3.01744865997477,-8.29963790887569,-2.08689732359948,-5.51865389320989,1.30547944511163,-3.68972801618524,0.528232817487123,62.1135435691023,-6.7626153014726,-6.96301763143682,-4.11589908943367,-5.21648129170638,-4.57482459309937,-9.45069785730305,-1.3152783468706,-4.28256637274047,1.67909219318079,-3.74051685550454,-2.53137920388192,30.3491292221223,-2.30769568805446,-6.96301763143681,-3.16096996185352,-5.21648129170637,-4.10971442777003,-9.45069785730303,-1.02676788131114,-4.28256637274044,1.88021543449014,-3.74051685550452,-2.38129365393541
"surprised",64.3113265448657,-7.6438205641233,-2.52611943967044,0.818895749272774,-2.17583369346078,-2.61072374865746,-2.71804613730448,1.4804040014024,-2.63889247854086,0.470023774002429,-3.5103254063667,-1.12093004380762,24.5546621704726,-2.20673918629281,-2.6187601829414,1.76873453875789,-0.0179467948977645,-1.46762044845007,-3.4843110965432,0.798449485207519,-2.4094371828487,2.54831567994339,-1.20714976026563,-0.553572879272744,55.8869617512749,-7.10237005207091,-3.83788091913102,-0.451290479179502,-0.867611190426574,-1.99073106383272,-4.06805843337455,1.40919851668779,-1.81818824287559,1.44259048971194,-0.800141581644931,-2.79334034850382,24.122547404295,-2.64745043865277,-3.83788091913101,0.50363864840065,-0.867611190426568,-1.52562089850339,-4.06805843337454,1.69770898224725,-1.81818824287555,1.64371373102129,-0.800141581644914,-2.64325479855732
"surprised",63.8273224637192,-7.80964260350294,-4.41994807051316,-3.27956027254611,-5.66713908853013,-4.18583116713767,-6.48605960938824,0.785967408019464,-2.90685390896067,0.473694334356431,-4.25071995912764,-2.92563967944759,24.484489550579,-1.09632391585436,-2.44517753055517,-0.17999222874737,-1.56729642622717,-1.46632629700441,-6.21636735818772,-1.37262495652925,-5.22361462169082,2.03439739366116,-0.447184420322077,-1.54607030656787,55.5728782970119,-6.33606634560028,-4.18658752908353,-3.02190746903851,-3.7227386215786,-2.67558565753553,-7.03482755663036,-0.4017453045908,-3.33620172589887,1.60511639109612,0.787761049030868,-3.41968390000336,23.8084639500319,-1.88114673218214,-4.18658752908352,-2.06697834145836,-3.72273862157859,-2.21047549220619,-7.03482755663035,-0.113234839031339,-3.33620172589884,1.80623963240547,0.787761049030885,-3.26959835005685
"surprised",74.9185116909119,-7.58748405961927,-5.9170010943808,-1.16186140985582,-6.090156995762,-4.95386760534048,-4.5341867596975,1.2005419554311,-3.27929402824093,-0.00858688793576633,-5.1650676467107,-2.03229208219045,35.5133757388992,-0.959728376146952,-4.36161949665244,1.9402653504556,-2.06456369481206,-3.51875790183719,-5.61902001397879,-0.407272549149207,-4.42737130382747,3.05262232976846,-1.37416185494521,-2.12433162456835,66.4735383045306,-6.12390266738957,-6.34646145189223,-1.2444394965558,-3.66670811791427,-4.5632979300303,-6.46324109723347,0.968468720612957,-3.37882829522264,1.43181679950751,-0.824736926697756,-5.08174457022791,34.7091239575507,-1.66898305397143,-6.34646145189222,-0.289510368975646,-3.66670811791426,-4.09818776470097,-6.46324109723345,1.25697918617242,-3.37882829522261,1.63294004081686,-0.824736926697739,-4.9316590202814
"surprised",70.3558521985877,-8.15049038233831,-6.5564981148813,-2.52726155127212,-7.26892430373443,-3.55101997111114,-5.67075933443871,0.140953597660495,-3.26364566466545,0.349691715725943,-3.68056904498689,-2.85878172777956,31.2093272854206,-1.29279742843938,-4.52822071844444,0.613314792286745,-4.10844933220298,-1.87005722688874,-5.57601485803315,-1.2421128182655,-5.59663356155819,0.530333118941224,-0.465477683626469,-1.75659508646123,62.0357561231233,-6.70966486213431,-6.75332936831139,-2.37806452668507,-5.84810634007999,-3.33480334806611,-6.29760498616519,-0.62151561119652,-3.80178031502597,-0.132297037954139,0.668544985346527,-3.20245464001073,30.2713417761434,-2.25474524871618,-6.75332936831139,-1.42313539910491,-5.84810634007998,-2.86969318273677,-6.29760498616517,-0.333005145637059,-3.80178031502593,0.0688262033552134,0.668544985346544,-3.05236909006423
"surprised",79.0015497543566,-8.09916646711623,-5.46918488057051,-1.54403004402947,-6.27489633207662,-3.75184468103929,-4.58353940939818,1.89143697970127,-3.19990670620928,0.188050181301212,-3.49989944278012,-2.58777853186437,39.3522714127357,-1.68476663830662,-4.02496378803444,1.52731702091354,-3.56910344916405,-2.42115720590906,-6.17554765621801,0.178672159271913,-4.2613142561306,1.03974724862535,-0.215769820228649,-2.39787351049789,70.3558934460586,-6.91747769826677,-6.14684555181514,-1.40318140902522,-5.10161378514743,-3.25658016166828,-6.45515421222484,0.990605236181777,-2.27105246871413,-0.291689003118524,0.289894873581682,-3.87612378509514,38.5914790990786,-2.46255808484863,-6.14684555181513,-0.448252281445065,-5.10161378514743,-2.79146999633895,-6.45515421222483,1.27911570174124,-2.27105246871409,-0.0905657618091714,0.289894873581699,-3.72603823514864
"surprised",79.8050966748534,-8.76769317767385,-5.16514031878112,-3.8178642440679,-3.71562867461652,-3.56024609666731,-5.62617183611963,2.33710528408732,-3.678895050436,0.792436609338185,-4.051154687398,-2.09831692324341,40.211669532343,-2.19531642233789,-3.76950758504036,-2.39368879148188,-1.37143661488691,-2.55700279673543,-7.46212495586927,0.693931007754678,-5.60183277181981,1.85302374950301,-1.445149218575,-1.00458605987115,71.0705119542272,-7.73380318472501,-5.70304729408478,-5.36511749125549,-3.36713445969032,-2.53715507862107,-8.23261298009488,1.66382890878767,-3.61937401873788,1.12833099136126,-1.10193874269067,-1.74798331195941,39.3060976072472,-3.27888357130688,-5.70304729408477,-4.41018836367534,-3.36713445969031,-2.07204491329174,-8.23261298009487,1.95233937434714,-3.61937401873784,1.32945423267061,-1.10193874269065,-1.59789776201291
"surprised",70.2450450912482,-8.11863001749182,-5.38774672397272,-2.54479587157898,-5.92167335095507,-4.24678164627602,-5.46039610458368,-0.843942460424849,-3.55627046539332,-1.07640703177779,-4.88487539841562,-1.77695011970336,31.0127897769179,-1.39057306272654,-3.38606843073074,0.350841590501766,-1.96685249724599,-2.33217774931784,-4.41076380626014,-0.952580567811766,-3.97478489830327,1.71151057099815,-2.52008756204491,-0.137111685343477,61.9881868160675,-6.73030980221263,-5.3184830403337,-2.64940557441445,-3.61858431723712,-3.66487611068669,-5.54086787507918,-0.645506014511157,-4.05390743579288,0.774501871444491,-2.88757468624974,-2.75358234211939,30.2237724690876,-2.27539018879449,-5.31848304033369,-1.6944764468343,-3.61858431723711,-3.19976594535735,-5.54086787507916,-0.356995548951696,-4.05390743579285,0.975625112753843,-2.88757468624972,-2.60349679217289
"neutral",54.9437595028391,-7.90334280878377,-4.43957801007195,-3.27274284746375,-8.24994837707628,-4.14971705290053,-7.12333601122269,-2.61232161542598,-3.50692404696487,-2.84482153718382,-4.29312152664696,-0.0320599634977383,15.6085535168222,-1.5110155480322,-2.18646574764407,0.70846554097165,-4.28955616588133,-0.755043763124095,-5.57590491670666,-3.28367540091494,-2.05048551023332,-1.4434521920903,-5.44674759715136,-1.48017110397679,46.5235483999956,-7.05788410794155,-4.60997730602832,-2.39415654795311,-6.78451813348526,-3.33686512786774,-6.33093804212852,-4.68553711874522,-2.94518688219412,-0.838920345012472,-4.82604803527282,-2.86219542629216,14.7591340530157,-2.60296449452342,-4.60997730602832,-1.43922742037296,-6.78451813348526,-2.87175496253841,-6.33093804212851,-4.39702665318576,-2.94518688219408,-0.63779710370312,-4.82604803527281,-2.71210987634565
"neutral",53.0472191089265,-7.95236544015737,-4.58745082484401,-4.11251072687173,-8.53921768723207,-4.39699422075404,-6.84589747981699,-3.00635777456223,-3.6128568555285,-3.68989121896394,-5.26217274328782,-0.913932913432137,13.8407446395442,-1.42225062337564,-1.83363266668292,0.20002885693667,-4.46372015084641,-1.38153155014888,-5.52908131630985,-3.97258605073099,-2.07734728660074,-1.22834688856352,-5.01914976752222,-0.540209001091449,44.6947345522977,-7.10126649047816,-4.39876360038061,-3.17838677670438,-7.2184705907701,-4.12477773719803,-6.2620861841382,-5.18022749532719,-3.23312856504695,-0.835754109893434,-5.66025523628492,-3.69003562522522,12.9303202053178,-2.64634687706002,-4.3987636003806,-2.22345764912423,-7.21847059077009,-3.6596675718687,-6.26208618413819,-4.89171702976773,-3.23312856504691,-0.634630868584082,-5.6602552362849,-3.53995007527872
"neutral",54.7501364441151,-6.84834283467238,-4.44343294313367,-4.40897525442725,-7.45352234504952,-5.54307927413149,-8.13354124912173,-2.49786306672269,-3.82786172714755,-3.33253306648106,-4.81711611806563,-0.72006949729365,15.4385484478586,-0.257790481567778,-1.62433027068728,-0.334016040977421,-2.57852541224137,-1.12622519473669,-6.45484493328994,-3.75947961262481,-2.85807046871466,-1.78534378218002,-5.54262626123984,-0.657943711912421,46.2986309141529,-5.90022345735479,-4.00247757736005,-4.04165725647005,-5.99626914018677,-4.21747435070314,-8.07331077008248,-5.54848725913938,-3.84736147588724,-1.28166897232138,-5.95193889955931,-3.2923909239476,14.5342165671729,-1.44530384393665,-4.00247757736005,-3.0867281288899,-5.99626914018677,-3.75236418537381,-8.07331077008246,-5.25997679357992,-3.8473614758872,-1.08054573101203,-5.95193889955929,-3.14230537400109
"neutral",53.1545800041521,-7.16686938939079,-3.70721787756254,-4.29812463977411,-7.35179179283555,-4.55366304555533,-7.52469536225278,-2.61833810326985,-3.57759329260606,-3.50493138368444,-5.13633241530418,-1.21597873569478,14.0011254146655,-0.634999604347569,-1.03113868875588,-0.315694050585718,-2.86004247728124,-0.634055730506249,-5.58948610063827,-3.57946379537347,-2.07114963960105,-0.970993939680713,-4.84645564839386,-0.538150676165737,44.9387902547479,-6.2516043047125,-3.35991046151447,-3.74317631278464,-5.99066360735261,-3.55858034023817,-6.82879199549507,-5.22641886505774,-3.45032837347056,-1.12276220732088,-5.70601472774483,-4.22046247639493,13.1743759077679,-1.79668469129436,-3.35991046151447,-2.78824718520449,-5.99066360735261,-3.09347017490883,-6.82879199549506,-4.93790839949827,-3.45032837347053,-0.92163896601153,-5.70601472774481,-4.07037692644843
"calm",57.671504766899,-7.3985964480576,-4.99145719908114,-3.94676427169048,-7.62279625709519,-3.91472165158201,-6.72254430491311,-2.58535351798749,-2.72318935002688,-2.54510678309641,-4.73524775765343,-0.510627059985196,18.4953208336497,-0.911115619986277,-2.38206107805119,-0.350816868172742,-4.14477796605339,-0.946852557674274,-5.21721468627133,-4.00031245518138,-2.16230842712899,-1.00588487647175,-5.13722258930617,-0.0292931052536128,49.3002298435563,-6.59374845012535,-4.85461222875773,-3.67073846201739,-6.82681475293117,-3.63006874244982,-5.92109171925652,-4.98892516853543,-3.17416861232005,-0.222876013201478,-5.41727273089741,-2.85356194185761,17.5358154965763,-2.13882883670721,-4.85461222875773,-2.71580933443723,-6.82681475293117,-3.16495857712049,-5.92109171925651,-4.70041470297597,-3.17416861232002,-0.0217527718921261,-5.41727273089739,-2.70347639191111
"calm",58.604997964517,-7.47588770434698,-6.8811094417173,-3.94387174183938,-7.77115779480341,-4.41530120958201,-6.46636693342755,-2.06745206573173,-3.80573807822126,-3.44958086057141,-5.04965152971961,-0.0200565376460125,19.578651395344,-0.762690514614209,-4.26141865291271,-0.478013428185913,-4.36453801475359,-2.1908399208665,-5.97294593665676,-3.09655375566187,-1.80521263097898,-0.833867021408642,-5.89416234375514,-0.406295648069742,50.191540258781,-6.52653226904142,-6.89279264479536,-4.06555100278248,-6.7876725084955,-4.22162675097863,-6.43683294252674,-3.95312644769789,-3.06989869220875,-0.649838520040439,-6.76325526858841,-3.21822005892475,18.4271259118011,-2.07161265562328,-6.89279264479536,-3.11062187520233,-6.78767250849549,-3.7565165856493,-6.43683294252672,-3.66461598213843,-3.06989869220871,-0.448715278731087,-6.7632552685884,-3.06813450897825
"calm",65.3702949523137,-5.40157632867965,-2.81667877645004,-3.71248686014149,-6.95434423733343,-4.03985343229083,-6.95477561081506,-1.71527570772049,-2.89553117166207,-3.13007845146549,-5.4354996505971,-1.60229928429932,25.4197532709744,0.438530496358163,-0.569599809040044,0.208215575120979,-2.8137396658097,-0.661848072056596,-5.79333885852742,-3.88973216429464,-2.08906982626515,-0.74564376002751,-3.81501322708375,0.506302846073328,56.4890176686462,-4.96589734018707,-2.85029383400446,-3.29679603555073,-6.02774479860579,-3.42257683256364,-6.56017777996893,-4.71277671875029,-2.56088381069364,-0.156516174338033,-5.32858372612629,-3.12237211141845,24.7246033216663,-0.510977726768927,-2.85029383400445,-2.34186690797058,-6.02774479860579,-2.95746666723431,-6.56017777996891,-4.42426625319082,-2.5608838106936,0.044607066971319,-5.32858372612627,-2.97228656147194
"calm",56.3748474578167,-7.74837564751478,-5.31879002800711,-4.16075064803443,-6.95416758594652,-4.79599596182745,-8.35475169273154,-0.909163284615845,-2.35656641606908,-3.76629152800588,-4.1783356850047,-0.974268587715978,17.0767879417011,-1.34502053824641,-2.86877865452756,-0.702453431807363,-2.7908179793319,-1.16789149515755,-8.13173453447904,-3.87431938203431,-1.73008808539438,-2.72401796794361,-4.86109364155321,-1.8252232269954,47.8835899617041,-7.03485520562903,-5.3374907122999,-4.39127490228158,-6.12784691324593,-3.6583754393285,-8.8223886743807,-5.48773324025842,-1.56205564095029,-1.7014014381587,-4.95590246995444,-3.90257263332124,16.1191756147241,-2.57993559221089,-5.33749071229989,-3.43634577470143,-6.12784691324592,-3.19326527399917,-8.82238867438069,-5.19922277469895,-1.56205564095025,-1.50027819684935,-4.95590246995442,-3.75248708337474
